:START_ID,score,associationType,:END_ID,:TYPE
FXN,0.720850513710281,Biomarker; GeneticVariation,umls:C1856689,AFFECTS
DYM,0.720850513710281,Biomarker; GeneticVariation,umls:C1846431,AFFECTS
SGCD,0.720850513710281,Biomarker; GeneticVariation,umls:C1832525,AFFECTS
FZD4,0.720850513710281,Biomarker; GeneticVariation,umls:C1851402,AFFECTS
INVS,0.720850513710281,Biomarker; GeneticVariation,umls:C1865872,AFFECTS
AP3B1,0.720567009140187,Biomarker; GeneticVariation,umls:C1842362,AFFECTS
FOXE1,0.720567009140187,Biomarker; GeneticVariation,umls:C1855794,AFFECTS
WNT7A,0.720567009140187,Biomarker; GeneticVariation,umls:C1856728,AFFECTS
SC5D,0.720567009140187,Biomarker; GeneticVariation,umls:C1846421,AFFECTS
SIX3,0.720567009140187,Biomarker; GeneticVariation,umls:C1834877,AFFECTS
COL2A1,0.720567009140187,Biomarker; GeneticVariation,umls:C1835437,AFFECTS
COL4A1,0.720567009140187,Biomarker; GeneticVariation,umls:C1843512,AFFECTS
NEFL,0.720567009140187,Biomarker; GeneticVariation,umls:C1843225,AFFECTS
THRB,0.720567009140187,Biomarker; GeneticVariation,umls:C2937288,AFFECTS
FLNA,0.720567009140187,Biomarker; GeneticVariation,umls:C0265251,AFFECTS
HOXD13,0.720567009140187,Biomarker; GeneticVariation,umls:C1861367,AFFECTS
SCN4A,0.720567009140187,Biomarker; GeneticVariation,umls:C2750061,AFFECTS
SOX18,0.720567009140187,Biomarker; GeneticVariation,umls:C1843004,AFFECTS
GDF5,0.720567009140187,Biomarker; GeneticVariation,umls:C1856738,AFFECTS
GJA8,0.720567009140187,Biomarker; GeneticVariation,umls:C1861828,AFFECTS
CLCN5,0.720567009140187,Biomarker; GeneticVariation,umls:C1848336,AFFECTS
PDX1,0.720567009140187,Biomarker; GeneticVariation,umls:C1833382,AFFECTS
CRB1,0.720567009140187,Biomarker; GeneticVariation,umls:C1838647,AFFECTS
LRP2,0.720567009140187,Biomarker; GeneticVariation,umls:C1857277,AFFECTS
COL10A1,0.720567009140187,Biomarker; GeneticVariation,umls:C0265289,AFFECTS
HYAL1,0.720567009140187,Biomarker; GeneticVariation,umls:C1291490,AFFECTS
GAMT,0.720567009140187,Biomarker; GeneticVariation,umls:C0574080,AFFECTS
ACOX1,0.720567009140187,Biomarker; GeneticVariation,umls:C1849678,AFFECTS
SGCB,0.720567009140187,Biomarker; GeneticVariation,umls:C1858593,AFFECTS
GNPTAB,0.720567009140187,Biomarker; GeneticVariation,umls:C2673377,AFFECTS
TMEM67,0.720567009140187,Biomarker; GeneticVariation,umls:C1846357,AFFECTS
GJC2,0.720567009140187,Biomarker; GeneticVariation,umls:C1837355,AFFECTS
DDB2,0.720567009140187,Biomarker; GeneticVariation,umls:C1848411,AFFECTS
FGD4,0.720567009140187,Biomarker; GeneticVariation,umls:C1836336,AFFECTS
CSF3R,0.720567009140187,Biomarker; GeneticVariation,umls:C0543669,AFFECTS
FANCD2,0.720567009140187,Biomarker; GeneticVariation,umls:C3160738,AFFECTS
FOXP3,0.720567009140187,Biomarker; GeneticVariation,umls:C0342288,AFFECTS
MYOT,0.720567009140187,Biomarker; GeneticVariation,umls:C1866785,AFFECTS
POLH,0.720567009140187,Biomarker; GeneticVariation,umls:C1848410,AFFECTS
TULP1,0.720283504570094,Biomarker; GeneticVariation,umls:C1838603,AFFECTS
GNPAT,0.720283504570094,Biomarker; GeneticVariation,umls:C1857242,AFFECTS
LRP4,0.720283504570094,Biomarker; GeneticVariation,umls:C1859309,AFFECTS
PROP1,0.720283504570094,Biomarker; GeneticVariation,umls:C0878683,AFFECTS
CDKL5,0.720283504570094,Biomarker; GeneticVariation,umls:C1839333,AFFECTS
LMNA,0.720283504570094,Biomarker; GeneticVariation,umls:C2750785,AFFECTS
TP53,0.720283504570094,Biomarker; GeneticVariation,umls:C1835398,AFFECTS
PSAP,0.720283504570094,Biomarker; GeneticVariation,umls:C0268262,AFFECTS
TYR,0.720283504570094,Biomarker; GeneticVariation,umls:C1847024,AFFECTS
GM2A,0.720283504570094,Biomarker; GeneticVariation,umls:C0268275,AFFECTS
GLRA1,0.720283504570094,Biomarker; GeneticVariation,umls:C1835614,AFFECTS
COL8A2,0.720283504570094,Biomarker; GeneticVariation,umls:C1850959,AFFECTS
SPR,0.720283504570094,Biomarker; GeneticVariation,umls:C0268468,AFFECTS
MLH1,0.720283504570094,Biomarker; GeneticVariation,umls:C1333991,AFFECTS
GDF5,0.720283504570094,Biomarker; GeneticVariation,umls:C1832708,AFFECTS
GUCA1A,0.720283504570094,Biomarker; GeneticVariation,umls:C1865869,AFFECTS
KCNJ1,0.720283504570094,Biomarker; GeneticVariation,umls:C1855849,AFFECTS
BRCA2,0.720283504570094,Biomarker; GeneticVariation,umls:C1838457,AFFECTS
GYS2,0.720283504570094,Biomarker; GeneticVariation,umls:C1855861,AFFECTS
RP1,0.720283504570094,Biomarker; GeneticVariation,umls:C0220701,AFFECTS
NDP,0.720283504570094,Biomarker; GeneticVariation,umls:C1844579,AFFECTS
SLC12A1,0.720283504570094,Biomarker; GeneticVariation,umls:C1866495,AFFECTS
SCN5A,0.720283504570094,Biomarker; GeneticVariation,umls:C1859062,AFFECTS
RPE65,0.720283504570094,Biomarker; GeneticVariation,umls:C1859844,AFFECTS
FREM1,0.720283504570094,Biomarker; GeneticVariation,umls:C1855425,AFFECTS
PRPF31,0.720283504570094,Biomarker; GeneticVariation,umls:C1838601,AFFECTS
EXT2,0.720283504570094,Biomarker; GeneticVariation,umls:C1851413,AFFECTS
SLC25A19,0.720283504570094,Biomarker; GeneticVariation,umls:C1846648,AFFECTS
AIPL1,0.720283504570094,Biomarker; GeneticVariation,umls:C1858386,AFFECTS
SPAST,0.720283504570094,Biomarker; GeneticVariation,umls:C1866855,AFFECTS
SLC45A2,0.720283504570094,Biomarker; GeneticVariation,umls:C1847836,AFFECTS
AGPS,0.72,Biomarker; GeneticVariation,umls:C1838612,AFFECTS
TK2,0.72,Biomarker; GeneticVariation,umls:C3149750,AFFECTS
TPP1,0.72,Biomarker; GeneticVariation,umls:C1876161,AFFECTS
CEP290,0.72,Biomarker; GeneticVariation,umls:C1857780,AFFECTS
MUSK,0.72,Biomarker; GeneticVariation,umls:C1837091,AFFECTS
MATN3,0.72,Biomarker; GeneticVariation,umls:C1846843,AFFECTS
PRPF3,0.72,Biomarker; GeneticVariation,umls:C1832378,AFFECTS
HCRT,0.72,Biomarker; GeneticVariation,umls:C1834372,AFFECTS
KIF1B,0.72,Biomarker; GeneticVariation,umls:C1861678,AFFECTS
ZIC3,0.72,Biomarker; GeneticVariation,umls:C1844020,AFFECTS
KERA,0.72,Biomarker; GeneticVariation,umls:C1857574,AFFECTS
LDB3,0.72,Biomarker; GeneticVariation,umls:C1832244,AFFECTS
TECTA,0.72,Biomarker; GeneticVariation,umls:C1832187,AFFECTS
MAF,0.72,Biomarker; GeneticVariation,umls:C1857768,AFFECTS
MFN2,0.72,Biomarker; GeneticVariation,umls:C1836485,AFFECTS
LRAT,0.72,Biomarker; GeneticVariation,umls:C2750063,AFFECTS
VAPB,0.72,Biomarker; GeneticVariation,umls:C1837728,AFFECTS
ZIC2,0.72,Biomarker; GeneticVariation,umls:C1864827,AFFECTS
LARGE,0.72,Biomarker; GeneticVariation,umls:C1837229,AFFECTS
LARGE,0.72,Biomarker; GeneticVariation,umls:C3150414,AFFECTS
TSPAN12,0.72,Biomarker; GeneticVariation,umls:C2750079,AFFECTS
F13A1,0.72,Biomarker; GeneticVariation,umls:C2750514,AFFECTS
TG,0.72,Biomarker; GeneticVariation,umls:C0342194,AFFECTS
COL2A1,0.72,Biomarker; GeneticVariation,umls:C1836080,AFFECTS
CRYAB,0.72,Biomarker; GeneticVariation,umls:C1837317,AFFECTS
LMNA,0.72,Biomarker; GeneticVariation,umls:C1854154,AFFECTS
SLC4A1,0.72,Biomarker; GeneticVariation,umls:C2675212,AFFECTS
RAF1,0.72,Biomarker; GeneticVariation,umls:C1969057,AFFECTS
HSPB1,0.72,Biomarker; GeneticVariation,umls:C2608087,AFFECTS
CYBB,0.72,Biomarker; GeneticVariation,umls:C1844376,AFFECTS
APP,0.72,Biomarker; GeneticVariation,umls:C2751536,AFFECTS
GSN,0.72,Biomarker; GeneticVariation,umls:C1622345,AFFECTS
GPI,0.72,Biomarker; GeneticVariation,umls:C3150730,AFFECTS
TPM3,0.72,Biomarker; GeneticVariation,umls:C1836448,AFFECTS
CRYGC,0.72,Biomarker; GeneticVariation,umls:C1852438,AFFECTS
CTSD,0.72,Biomarker; GeneticVariation,umls:C1864669,AFFECTS
RHO,0.72,Biomarker; GeneticVariation,umls:C1864869,AFFECTS
RHO,0.72,Biomarker; GeneticVariation,umls:C3151001,AFFECTS
CFH,0.72,Biomarker; GeneticVariation,umls:C1853147,AFFECTS
UCHL1,0.72,Biomarker; GeneticVariation,umls:C3150899,AFFECTS
HSPD1,0.72,Biomarker; GeneticVariation,umls:C1854467,AFFECTS
MYL2,0.72,Biomarker; GeneticVariation,umls:C1834460,AFFECTS
MYH6,0.72,Biomarker; GeneticVariation,umls:C2750467,AFFECTS
COL11A2,0.72,Biomarker; GeneticVariation,umls:C1866095,AFFECTS
EDN3,0.72,Biomarker; GeneticVariation,umls:C2750457,AFFECTS
PRF1,0.72,Biomarker; GeneticVariation,umls:C1863727,AFFECTS
NCF1,0.72,Biomarker; GeneticVariation,umls:C1856251,AFFECTS
JUP,0.72,Biomarker; GeneticVariation,umls:C1969081,AFFECTS
ITGB4,0.72,Biomarker; GeneticVariation,umls:C0268374,AFFECTS
DES,0.72,Biomarker; GeneticVariation,umls:C1858154,AFFECTS
PRPH2,0.72,Biomarker; GeneticVariation,umls:C1842475,AFFECTS
MSX1,0.72,Biomarker; GeneticVariation,umls:C1837210,AFFECTS
GJB2,0.72,Biomarker; GeneticVariation,umls:C2673759,AFFECTS
PDE6B,0.72,Biomarker; GeneticVariation,umls:C1876182,AFFECTS
ACVRL1,0.72,Biomarker; GeneticVariation,umls:C1838163,AFFECTS
SNCA,0.72,Biomarker; GeneticVariation,umls:C1868595,AFFECTS
VHL,0.72,Biomarker; GeneticVariation,umls:C1837915,AFFECTS
GATA4,0.72,Biomarker; GeneticVariation,umls:C1842778,AFFECTS
TNNT2,0.72,Biomarker; GeneticVariation,umls:C1861864,AFFECTS
TNNT2,0.72,Biomarker; GeneticVariation,umls:C1832243,AFFECTS
PHKA1,0.72,Biomarker; GeneticVariation,umls:C1845151,AFFECTS
POU3F4,0.72,Biomarker; GeneticVariation,umls:C1844678,AFFECTS
COMP,0.72,Biomarker; GeneticVariation,umls:C1838280,AFFECTS
CSRP3,0.72,Biomarker; GeneticVariation,umls:C1843808,AFFECTS
CSRP3,0.72,Biomarker; GeneticVariation,umls:C2677491,AFFECTS
PPT1,0.72,Biomarker; GeneticVariation,umls:C1850451,AFFECTS
HSD17B4,0.72,Biomarker; GeneticVariation,umls:C0342870,AFFECTS
CLCN7,0.72,Biomarker; GeneticVariation,umls:C1969106,AFFECTS
PAX9,0.72,Biomarker; GeneticVariation,umls:C1970291,AFFECTS
CAV3,0.72,Biomarker; GeneticVariation,umls:C1832567,AFFECTS
PLP1,0.72,Biomarker; GeneticVariation,umls:C1839264,AFFECTS
ACTA1,0.72,Biomarker; GeneticVariation,umls:C1834336,AFFECTS
PTS,0.72,Biomarker; GeneticVariation,umls:C0878676,AFFECTS
CHRNE,0.72,Biomarker; GeneticVariation,umls:C1837091,AFFECTS
SCN1B,0.72,Biomarker; GeneticVariation,umls:C1858672,AFFECTS
SOS1,0.72,Biomarker; GeneticVariation,umls:C1853120,AFFECTS
DFNB59,0.72,Biomarker; GeneticVariation,umls:C1857744,AFFECTS
KCNH2,0.72,Biomarker; GeneticVariation,umls:C1865020,AFFECTS
MYO7A,0.72,Biomarker; GeneticVariation,umls:C1838701,AFFECTS
TCIRG1,0.72,Biomarker; GeneticVariation,umls:C1850127,AFFECTS
TUBB3,0.72,Biomarker; GeneticVariation,umls:C2748801,AFFECTS
LAMB3,0.72,Biomarker; GeneticVariation,umls:C0268374,AFFECTS
GNMT,0.72,Biomarker; GeneticVariation,umls:C1847720,AFFECTS
MYBPC3,0.72,Biomarker; GeneticVariation,umls:C1861862,AFFECTS
PLEC,0.72,Biomarker; GeneticVariation,umls:C0432317,AFFECTS
SHH,0.72,Biomarker; GeneticVariation,umls:C1840529,AFFECTS
USH1G,0.72,Biomarker; GeneticVariation,umls:C1847089,AFFECTS
TMEM67,0.72,Biomarker; GeneticVariation,umls:C1853153,AFFECTS
LRRK2,0.72,Biomarker; GeneticVariation,umls:C1846862,AFFECTS
PRPF8,0.72,Biomarker; GeneticVariation,umls:C1838702,AFFECTS
HFE2,0.72,Biomarker; GeneticVariation,umls:C1865614,AFFECTS
MSRB3,0.72,Biomarker; GeneticVariation,umls:C2239351,AFFECTS
ASPM,0.72,Biomarker; GeneticVariation,umls:C1837501,AFFECTS
AHI1,0.72,Biomarker; GeneticVariation,umls:C1837713,AFFECTS
SLC17A8,0.72,Biomarker; GeneticVariation,umls:C1854158,AFFECTS
MFSD8,0.72,Biomarker; GeneticVariation,umls:C1838571,AFFECTS
TMC1,0.72,Biomarker; GeneticVariation,umls:C1832978,AFFECTS
TMC1,0.72,Biomarker; GeneticVariation,umls:C1847626,AFFECTS
DNAH5,0.72,Biomarker; GeneticVariation,umls:C1837618,AFFECTS
LRTOMT,0.72,Biomarker; GeneticVariation,umls:C1969621,AFFECTS
TTN,0.72,Biomarker; GeneticVariation,umls:C1858763,AFFECTS
BSND,0.72,Biomarker; GeneticVariation,umls:C1865270,AFFECTS
SGCD,0.72,Biomarker; GeneticVariation,umls:C1847667,AFFECTS
RYR2,0.72,Biomarker; GeneticVariation,umls:C1832931,AFFECTS
DNAH11,0.72,Biomarker; GeneticVariation,umls:C2678473,AFFECTS
ARX,0.72,Biomarker; GeneticVariation,umls:C1846171,AFFECTS
ARX,0.72,Biomarker; GeneticVariation,umls:C3463992,AFFECTS
C10orf2,0.72,Biomarker; GeneticVariation,umls:C1836439,AFFECTS
GFI1,0.72,Biomarker; GeneticVariation,umls:C2751288,AFFECTS
PITX2,0.72,Biomarker; GeneticVariation,umls:C3714873,AFFECTS
ABCA3,0.72,Biomarker; GeneticVariation,umls:C1970456,AFFECTS
CCM2,0.72,Biomarker; GeneticVariation,umls:C1864041,AFFECTS
JAM3,0.72,Biomarker; GeneticVariation,umls:C3151000,AFFECTS
PINK1,0.72,Biomarker; GeneticVariation,umls:C1853833,AFFECTS
ABCG8,0.72,Biomarker; GeneticVariation,umls:C0342907,AFFECTS
ABCG5,0.72,Biomarker; GeneticVariation,umls:C0342907,AFFECTS
CDH23,0.72,Biomarker; GeneticVariation,umls:C1832394,AFFECTS
TP63,0.72,Biomarker; GeneticVariation,umls:C1858562,AFFECTS
FKRP,0.72,Biomarker; GeneticVariation,umls:C1846672,AFFECTS
FKRP,0.72,Biomarker; GeneticVariation,umls:C3150413,AFFECTS
OTOF,0.72,Biomarker; GeneticVariation,umls:C1832828,AFFECTS
NPHS2,0.72,Biomarker; GeneticVariation,umls:C1868672,AFFECTS
DUOX2,0.72,Biomarker; GeneticVariation,umls:C1846632,AFFECTS
TDP1,0.72,Biomarker; GeneticVariation,umls:C1846574,AFFECTS
CLN6,0.72,Biomarker; GeneticVariation,umls:C1866282,AFFECTS
SCN3B,0.72,Biomarker; GeneticVariation,umls:C2751088,AFFECTS
NLGN3,0.72,Biomarker; GeneticVariation,umls:C1845540,AFFECTS
IFT80,0.72,Biomarker; GeneticVariation,umls:C1970005,AFFECTS
SUCLA2,0.72,Biomarker; GeneticVariation,umls:C2749864,AFFECTS
DNMT3B,0.72,Biomarker; GeneticVariation,umls:C0398788,AFFECTS
MYOT,0.72,Biomarker; GeneticVariation,umls:C1834659,AFFECTS
PRKAG2,0.72,Biomarker; GeneticVariation,umls:C1833236,AFFECTS
MYO15A,0.72,Biomarker; GeneticVariation,umls:C1838263,AFFECTS
MYO6,0.72,Biomarker; GeneticVariation,umls:C1843028,AFFECTS
SPG7,0.72,Biomarker; GeneticVariation,umls:C1846564,AFFECTS
TRPC6,0.72,Biomarker; GeneticVariation,umls:C1858915,AFFECTS
LEPR,0.713376199224331,Biomarker; GeneticVariation,umls:C0028754,AFFECTS
RET,0.703862992631231,Biomarker; GeneticVariation,umls:C0031511,AFFECTS
WT1,0.701437182013192,AlteredExpression; Biomarker; GeneticVariation,umls:C0027708,AFFECTS
JAK2,0.7,AlteredExpression; Biomarker; GeneticVariation,umls:C0032463,AFFECTS
MAPT,0.696619388329465,AlteredExpression; Biomarker; GeneticVariation,umls:C0038868,AFFECTS
HNF1B,0.691781039215895,AlteredExpression; Biomarker; GeneticVariation; Therapeutic,umls:C0011860,AFFECTS
FLT3,0.69,AlteredExpression; Biomarker; GeneticVariation; PostTranslationalModification,umls:C0023467,AFFECTS
SDHB,0.688241277209965,Biomarker; GeneticVariation,umls:C0031511,AFFECTS
MAPT,0.682522577064729,Biomarker; GeneticVariation,umls:C0236642,AFFECTS
SDHD,0.679568491801516,Biomarker; GeneticVariation,umls:C0031511,AFFECTS
VHL,0.674650852192728,Biomarker; GeneticVariation,umls:C0031511,AFFECTS
ATP2C1,0.668073784560426,AlteredExpression; Biomarker; GeneticVariation,umls:C0085106,AFFECTS
ITGB3,0.665131291231303,AlteredExpression; Biomarker; GeneticVariation,umls:C0040015,AFFECTS
RET,0.662809190084144,Biomarker; GeneticVariation,umls:C1833921,AFFECTS
JAK2,0.66246064421606,Biomarker; GeneticVariation; PostTranslationalModification,umls:C0023467,AFFECTS
NF2,0.657092340268899,Biomarker; GeneticVariation,umls:C0027832,AFFECTS
CYP27A1,0.656085836509194,AlteredExpression; Biomarker; GeneticVariation,umls:C0238052,AFFECTS
ITGA2B,0.654971885121304,Biomarker; GeneticVariation,umls:C0040015,AFFECTS
PYGM,0.654424942873601,AlteredExpression; Biomarker; GeneticVariation,umls:C0017924,AFFECTS
ALDH3A2,0.652752879519152,Biomarker; GeneticVariation,umls:C0037231,AFFECTS
CTSC,0.652654817601956,Biomarker; GeneticVariation,umls:C0030360,AFFECTS
CFTR,0.649299032636844,Biomarker; GeneticVariation,umls:C0403814,AFFECTS
PRSS1,0.649200970719648,Biomarker; GeneticVariation,umls:C0238339,AFFECTS
GCH1,0.648066952439273,Biomarker; GeneticVariation,umls:C1851920,AFFECTS
TCF7L2,0.647658039453105,AlteredExpression; Biomarker; GeneticVariation,umls:C0011860,AFFECTS
KCNJ2,0.64704265433231,Biomarker; GeneticVariation,umls:C1563715,AFFECTS
F5,0.646649429588805,Biomarker; GeneticVariation,umls:C1861171,AFFECTS
TWIST1,0.645575611985884,Biomarker; GeneticVariation,umls:C0010278,AFFECTS
OCRL,0.645428519110089,Biomarker; GeneticVariation,umls:C0028860,AFFECTS
FSHR,0.645234179283563,Biomarker; GeneticVariation,umls:C0085083,AFFECTS
F11,0.645127220192737,Biomarker; GeneticVariation,umls:C0015523,AFFECTS
CD40LG,0.644948402168243,Biomarker; GeneticVariation,umls:C0398689,AFFECTS
SCN5A,0.644823160192799,Biomarker; GeneticVariation,umls:C0038644,AFFECTS
NSD1,0.644244981333756,Biomarker; GeneticVariation,umls:C0175695,AFFECTS
STS,0.642162387425904,Biomarker; GeneticVariation,umls:C0079588,AFFECTS
F5,0.6402870870713,Biomarker; GeneticVariation,umls:C0015499,AFFECTS
F7,0.639934484650124,Biomarker; GeneticVariation,umls:C0015503,AFFECTS
AGL,0.63952395409672,Biomarker; GeneticVariation,umls:C0017922,AFFECTS
IL2RG,0.63901487308876,Biomarker; GeneticVariation,umls:C1279481,AFFECTS
SHOX,0.638144292485995,Biomarker; GeneticVariation,umls:C0265309,AFFECTS
PANK2,0.637235850643486,Biomarker; GeneticVariation,umls:C0018523,AFFECTS
KRT10,0.636952346073393,Biomarker; GeneticVariation,umls:C0079153,AFFECTS
CACNA1A,0.635358277743656,Biomarker; GeneticVariation,umls:C1720416,AFFECTS
RXFP2,0.635143871024645,Biomarker; GeneticVariation,umls:C0010417,AFFECTS
FGFR3,0.635025742214965,Biomarker; GeneticVariation,umls:C0410529,AFFECTS
CLCN1,0.634742237644871,Biomarker; GeneticVariation,umls:C2936781,AFFECTS
CDC73,0.634458733074777,Biomarker; GeneticVariation,umls:C1704981,AFFECTS
FH,0.634175228504683,Biomarker; GeneticVariation,umls:C1708350,AFFECTS
APOE,0.633989785851786,Biomarker; GeneticVariation,umls:C2673196,AFFECTS
INSR,0.633940754893188,Biomarker; GeneticVariation,umls:C0265344,AFFECTS
ACE,0.633927212510601,Biomarker; GeneticVariation; Therapeutic,umls:C0027051,AFFECTS
GLDC,0.63388282676096,Biomarker; GeneticVariation,umls:C0751748,AFFECTS
ALDOB,0.633824898628733,Biomarker; GeneticVariation,umls:C0016751,AFFECTS
F2,0.633570358124753,Biomarker; GeneticVariation,umls:C0020640,AFFECTS
TRIM37,0.633492363100041,Biomarker; GeneticVariation,umls:C0524582,AFFECTS
TAZ,0.633324714794402,Biomarker; GeneticVariation,umls:C0574083,AFFECTS
L1CAM,0.633041210224309,Biomarker; GeneticVariation,umls:C0265216,AFFECTS
EDA,0.632757705654215,Biomarker; GeneticVariation,umls:C0162359,AFFECTS
SBDS,0.632757705654215,Biomarker; GeneticVariation,umls:C0272170,AFFECTS
ND4,0.63238682034842,Biomarker; GeneticVariation,umls:C0917796,AFFECTS
VWF,0.632190696514028,Biomarker; GeneticVariation,umls:C1264041,AFFECTS
MLH1,0.632190696514028,Biomarker; GeneticVariation,umls:C0265325,AFFECTS
TGFBI,0.631956222902532,Biomarker; GeneticVariation,umls:C1690006,AFFECTS
BCKDHB,0.631869330704191,AlteredExpression; Biomarker; GeneticVariation,umls:C0024776,AFFECTS
WAS,0.631389213762345,Biomarker; GeneticVariation,umls:C1839163,AFFECTS
AAAS,0.630489669093466,Biomarker; GeneticVariation,umls:C0271742,AFFECTS
MTTP,0.630460705027352,Biomarker; GeneticVariation,umls:C0000744,AFFECTS
NKX2-5,0.630353257399166,Biomarker; GeneticVariation,umls:C0039685,AFFECTS
PRRT2,0.630206164523372,AlteredExpression; Biomarker; GeneticVariation,umls:C1868682,AFFECTS
BCKDHA,0.630197267349743,AlteredExpression; Biomarker; GeneticVariation,umls:C0024776,AFFECTS
ADAR,0.629922659953278,Biomarker; GeneticVariation,umls:C0406775,AFFECTS
TGFB1,0.629659222275669,Biomarker; GeneticVariation,umls:C0011989,AFFECTS
KRT12,0.629552263184844,Biomarker; GeneticVariation,umls:C0339277,AFFECTS
CASP10,0.629473779622772,Biomarker; GeneticVariation,umls:C0024305,AFFECTS
DMD,0.629355650813091,AlteredExpression; Biomarker; GeneticVariation,umls:C3714570,AFFECTS
KRT9,0.629355650813091,Biomarker; GeneticVariation,umls:C1721006,AFFECTS
SETX,0.629355650813091,Biomarker; GeneticVariation,umls:C1853761,AFFECTS
TSC2,0.629308792281213,AlteredExpression; Biomarker; GeneticVariation,umls:C0041341,AFFECTS
JAG1,0.628935734548698,Biomarker; GeneticVariation,umls:C0039685,AFFECTS
CRX,0.628837672631502,Biomarker; GeneticVariation,umls:C0035334,AFFECTS
ATP8B1,0.628788641672904,Biomarker; GeneticVariation,umls:C0268312,AFFECTS
ALAS2,0.628788641672904,Biomarker; GeneticVariation,umls:C0221018,AFFECTS
EXT1,0.628730713540676,Biomarker; GeneticVariation; PostTranslationalModification,umls:C0008479,AFFECTS
F12,0.628574234953893,Biomarker; GeneticVariation,umls:C0015526,AFFECTS
KMT2D,0.628554168061408,Biomarker; GeneticVariation,umls:C0796004,AFFECTS
SACS,0.62850513710281,Biomarker; GeneticVariation,umls:C1849140,AFFECTS
PMM2,0.627938127962623,Biomarker; GeneticVariation,umls:C0349653,AFFECTS
CYP11B1,0.627938127962623,Biomarker; GeneticVariation,umls:C0268292,AFFECTS
MLC1,0.627938127962623,Biomarker; GeneticVariation,umls:C1858854,AFFECTS
GCDH,0.627938127962623,Biomarker; GeneticVariation,umls:C0268595,AFFECTS
EVC2,0.627880199830395,Biomarker; GeneticVariation,umls:C0013903,AFFECTS
LHCGR,0.627703654351127,Biomarker; GeneticVariation,umls:C0342549,AFFECTS
ALDH7A1,0.627654623392529,Biomarker; GeneticVariation,umls:C1849508,AFFECTS
